Name,Model,Price,Dealer,Used,Condition,Mileage,MPG,Body Style,Exterior Color,Interior Color,Transmission,Drive Train,Fuel Type,Engine,Other Features
2022 Mini,Cooper Convertible S," $40,887 ",Mini of Morristown,"1,944 mi",USED,"1,944",23 City / 33 Hwy,Convertible,Yellow,Black,Automatic,FWD,Gasoline,4 Cyl,"[' 18 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Advanced Front-Lighting System ', ' Air Conditioning ', ' All-Season Tires ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Apple Carplay ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Bluetooth ', ' Braking Assist ', ' Bucket Seats ', ' Color Coded Mirrors ', ' Cruise Control ', ' Daytime Running Lights ', ' Driver Adjustable Lumbar ', ' Dual-Zone Climate Control ', ' Fog Lights ', ' Folding Mirrors ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' GPS Navigation ', ' Harman/Kardon Sound System ', ' Head-Up Display ', ' Heated Mirrors ', ' Heated Seats ', ' Heated Steering Wheel ', ' High Performance Tires ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Steering Wheel ', ' MP3 ', ' Mini Connected ', ' Navigation System ', ' Onboard Communications System ', ' Pass-Through Rear Seat ', ' Passenger Adjustable Lumbar ', ' Power Locks ', ' Power Mirrors ', ' Power Windows ', ' Rain-Sensing Wipers ', ' Real-Time Traffic ', ' Rear Air Conditioning ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Side Airbag ', ' Smart Device Integration ', ' Smart Key ', ' Stability Control ', ' Steering Wheel Controls ', ' Storage Package ', ' Touch-Screen Sound System ', ' Trip Computer ', ' Vanity Mirror/Light ', ' Wind Deflector ', ' Wireless Charging ', ' iPod Adapter ']"
2017 BMW,4 Series 440i xDrive," $40,895 ",Auto Gallery LLC,"33,957 mi",USED,"33,957",20 City / 30 Hwy,Convertible,Blue,Black,Automatic,AWD,Gasoline,6 Cyl,"[' 18 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' AM/FM ', ' Adjustable Headrests ', ' Adjustable Seats ', ' Adjustable Steering Wheel ', ' Advanced Front-Lighting System ', ' Air Conditioning ', ' Air Filtration ', ' All-Season Tires ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Aux Audio Adapter ', ' Black Grille ', ' Bluetooth ', ' Body Colored Bumpers ', ' Body Colored Door Handles ', ' Braking Assist ', ' Bucket Seats ', ' CD (Single Disc) ', ' Cargo Area Concealed Storage ', ' Cargo Area Light ', ' Chrome Front Grill ', ' Console ', ' Cruise Control ', ' Cup Holder ', ' Daytime Running Lights ', ' Delay-Off Headlights ', ' Delayed Accessory Power ', ' Door Bin ', ' Driver Adjustable Lumbar ', ' Driver Foot Rest ', ' Dual-Zone Climate Control ', ' Engine Immobilizer ', ' Fade-To-Off Interior Lighting ', ' Floor Mats ', ' Fog Lights ', ' Folding Mirrors ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Bench Seat ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' HD Radio ', ' Handsfree/Bluetooth Integration ', ' Hard Top ', ' Head Restraint Whiplash Protection ', ' Heated Mirrors ', ' High Intensity Discharge Headlights ', ' High Performance Tires ', ' High-Beam Assist ', ' Illuminated Entry ', ' Illuminated Glove Box ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' Leather Steering Wheel ', ' Leather/Metal-Look Shift Knob Trim ', ' Leatherette Door Trim ', ' Locking Glove Box ', ' Locking Tailgate ', ' MP3 ', ' Memory Mirrors ', ' Metal-Look Dash Trim ', ' Multi-Zone Climate Control ', ' Pass-Through Rear Seat ', ' Passenger Adjustable Lumbar ', ' Passenger Sensing Airbag ', ' Power Locks ', ' Power Mirrors ', ' Power Outlet ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Sun/Moonroof ', ' Power Tailgate ', ' Power Top ', ' Power Windows ', ' Premium Sound System ', ' Rain-Sensing Wipers ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear Bench Seat ', ' Rear Power Seats ', ' Rear Window Defroster ', ' Remote Trunk Release ', ' Remote Windows ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Seat Memory ', ' Split/Folding Seats ', ' Stability Control ', ' Steering Wheel Controls ', ' Sunroof ', ' Tachometer ', ' Telematics System ', ' Tinted Windows ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Trip Odometer ', ' Turn Signal Mirrors ', ' Vanity Mirror/Light ', ' Wind Deflector ', ' Windshield Wiper Heater ', ' Wood Dash Trim ', ' Wood Door Trim ', ' Wood Trimmed Interior ', ' Wood/Metal-Look Dash Trim ']"
2019 Audi,A5 Cabriolet Premium Plus," $41,450 ",Nyc Motorcars,"13,789 mi",USED,"13,789",23 City / 34 Hwy,Convertible,Black,Gray,Automatic,AWD,Gasoline,4 Cyl,"[' 4-Wheel Disc Brakes ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Advanced Front-Lighting System ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Aux Audio Adapter ', ' Blind Spot Monitor ', ' Bluetooth ', ' Braking Assist ', ' Bucket Seats ', ' CD (Single Disc) ', ' Compact Spare Tire ', ' Cruise Control ', ' Daytime Running Lights ', ' Driver Adjustable Lumbar ', ' Engine Immobilizer ', ' Floor Mats ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' HD Radio ', ' Handsfree/Bluetooth Integration ', ' Heated Mirrors ', ' Heated Seats ', ' High Performance Tires ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Keyless Ignition ', ' LED Lights ', ' Leather Seats ', ' Leather Steering Wheel ', ' MP3 ', ' Multi-Zone Climate Control ', ' Pass-Through Rear Seat ', ' Passenger Sensing Airbag ', ' Power Locks ', ' Power Mirrors ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Windows ', ' Rain-Sensing Wipers ', ' Rear Air Conditioning ', ' Rear Bench Seat ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Rollover Protection Bars ', ' Smart Device Integration ', ' Stability Control ', ' Steering Wheel Controls ', ' Telematics System ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Turn Signal Mirrors ', ' Vanity Mirror/Light ', ' Warranty ', ' Wood Trimmed Interior ']"
2020 BMW,2 Series 230i xDrive," $41,497 ",BMW of Morristown,"32,208 mi",USED,"32,208",21 City / 31 Hwy,Convertible,Blue,White,Automatic,AWD,Gasoline,4 Cyl,"[' 4-Wheel Disc Brakes ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Advanced Front-Lighting System ', ' Air Conditioning ', ' Alloy Wheels ', ' Ambient Lighting ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Apple Carplay ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Bluetooth ', ' Braking Assist ', ' Bucket Seats ', ' Convenience Package ', ' Cruise Control ', ' Daytime Running Lights ', ' Driver Adjustable Lumbar ', ' Dual-Zone Climate Control ', ' Floor Mats ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' GPS Navigation ', ' Heated Mirrors ', ' Heated Seats ', ' Heated Steering Wheel ', ' High Performance Tires ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Keyless Ignition ', ' Leather Seats ', ' Leather Steering Wheel ', ' MP3 ', ' Memory Mirrors ', ' Navigation System ', ' Onboard Communications System ', ' Passenger Adjustable Lumbar ', ' Power Locks ', ' Power Mirrors ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Windows ', ' Premium Package ', ' Rain-Sensing Wipers ', ' Real-Time Traffic ', ' Rear Air Conditioning ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Seat Memory ', ' Side Airbag ', ' Smart Device Integration ', ' Smart Key ', ' Stability Control ', ' Steering Wheel Controls ', ' Tire Pressure Monitoring System ', ' Trip Computer ', ' Turn Signal Mirrors ', ' Vanity Mirror/Light ', ' iPod Adapter ']"
2022 Chevrolet,Camaro 2LT," $41,680 ",Atlantic Chevrolet Cadillac,new ,NEW,––,18 City / 29 Hwy,Convertible,Blue,Black,Automatic,RWD,Gasoline,6 Cyl,"[' 20 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' 4-Wheel Independent Suspension ', ' 6 Speakers ', ' 7 Speakers ', ' AM/FM ', ' Adjustable Seats ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Android Auto ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Apple Carplay ', ' Auto Climate Control ', ' Automatic Headlights ', ' Beverage Holder ', ' Bluetooth ', ' Body Colored Bumpers ', ' Bose Sound System ', ' Braking Assist ', ' Compass ', ' Cruise Control ', ' Delay-Off Headlights ', ' Door Bin ', ' Dual-Zone Climate Control ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' Handsfree/Bluetooth Integration ', ' Heated Seats ', ' Illuminated Entry ', ' Independent Suspension ', ' Intermittent Wipers ', ' Keyless Entry ', ' Keyless Ignition ', ' LED Tail Lights ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Trimmed Seats ', ' Paddle Shifter ', ' Panic Button ', ' Passenger Sensing Airbag ', ' Power Mirrors ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Preferred Equipment Package ', ' RS Package ', ' Radio Data System ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear Anti-Roll Bar ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Remote Start ', ' Satellite Radio ', ' Speed-Sensing Steering ', ' Spoiler ', ' Sport Seats ', ' Stability Control ', ' Steering Wheel Controls ', ' Tachometer ', ' Technology Package ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Vanity Mirror/Light ', ' Ventilated Seats ']"
2012 Maserati,GranTurismo Sport," $41,888 ",CarPoint Auto Group,"38,146 mi",USED,"38,146",13 City / 20 Hwy,Convertible,Silver,Red,Automatic,RWD,Gasoline,8 Cyl,"[' AM/FM ', ' Air Conditioning ', ' Anti-Lock Brakes ', ' Aux Audio Adapter ', ' Bluetooth ', ' CD (Single Disc) ', ' Center Console ', ' Clock ', ' Cruise Control ', ' Cup Holder ', ' Dual-Zone Climate Control ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' GPS Navigation ', ' Handsfree/Bluetooth Integration ', ' Hard Disk Drive ', ' Heated Mirrors ', ' Heated Seats ', ' High Intensity Discharge Headlights ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Leather Seats ', ' Leather Steering Wheel ', ' Leather Trimmed Interior ', ' MP3 ', ' Navigation System ', ' Parking Sensors ', ' Power Locks ', ' Power Mirrors ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Windows ', ' Premium Sound System ', ' Rear Air Conditioning ', ' Rear Side Airbags ', ' Rear Window Defroster ', ' Satellite Radio ', ' Seat Memory ', ' Side Airbags ', ' Stability Control ', ' Surround Audio ', ' Tire Pressure Monitoring System ', ' Voice-Activated Command System ', ' Wood Trimmed Interior ']"
2020 Ford,Mustang EcoBoost Premium," $41,895 ",Malouf Ford Lincoln Inc,"8,872 mi",USED,"8,872",20 City / 28 Hwy,Convertible,White,Gray,––,RWD,Gasoline,4 Cyl,"[' 4-Wheel Independent Suspension ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Air Filtration ', ' All-Season Tires ', ' Alloy Wheels ', ' Ambient Lighting ', ' Antenna ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Apple Carplay ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Aux Audio Adapter ', ' Black Grille ', ' Blind Spot Monitor ', ' Bluetooth ', ' Body Colored Bumpers ', ' Braking Assist ', ' Bucket Seats ', ' Cargo Area Light ', ' Center Console ', ' Clock ', ' Compass ', ' Cross Traffic Alert ', ' Cruise Control ', ' Cup Holder ', ' Daytime Running Lights ', ' Digital Info Center ', ' Door Pockets ', ' Dual-Zone Climate Control ', ' EcoBoost ', ' Engine Immobilizer ', ' Floor Mats ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Bucket Seats ', ' Front Knee Airbags (Driver) ', ' Front Knee Airbags (Passenger) ', ' Front Ventilated Disc Brakes ', ' Front Video Monitor ', ' Front and Rear Stabilizer Bar ', ' GPS Navigation ', ' Handsfree/Bluetooth Integration ', ' Heated Mirrors ', ' Heated Seats ', ' Heated Steering Wheel ', ' High-Beam Assist ', ' Hill Assist System ', ' Illuminated Entry ', ' Independent Suspension ', ' Intermittent Wipers ', ' Keyless Entry ', ' Keyless Ignition ', ' LED Lights ', ' Leather Seats ', ' Leather/Aluminum Steering Wheel Trim ', ' Low Emissions Vehicle III ', ' Low Fuel Level Indicator ', ' Memorized Settings ', ' Multi-Link Suspension ', ' Navigation System ', ' Overhead Console ', ' Parking Sensors ', ' Power Locks ', ' Power Mirrors ', ' Power Outlet ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Premium Plus Package ', ' Privacy Glass ', ' Radio Data System ', ' Reading Lights ', ' Rear Bench Seat ', ' Rear View Camera ', ' Rear-View Camera ', ' Remote Start ', ' Remote Trunk Release ', ' Remote Windows ', ' Satellite Radio ', ' Seat Belt Pretensioners ', ' Seat Memory ', ' Shaker Sound System ', ' Side Airbag ', ' Side Impact Door Beam ', ' Speed Sensitive Volume Control ', ' Speed-Sensing Steering ', ' Stability Control ', ' Steering Wheel Controls ', ' Sync 3 ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Touch-Screen Sound System ', ' Traction Control ', ' Trip Computer ', ' USB Adapter ', ' Ultra Low Emissions Vehicle ', ' Vanity Mirror/Light ', ' Voice-Activated Command System ', ' Warranty ', ' WiFi Hotspot ']"
2018 Mercedes-Benz,SLC 300," $41,942 ",Project One Autosports LLC,"10,603 mi",USED,"10,603",25 City / 32 Hwy,Convertible,White,Tan,Automatic,RWD,Gasoline,4 Cyl,"[' 17 Inch Wheels ', ' 3-Point Seat Belts ', ' 4-Wheel Disc Brakes ', ' 8 Speakers ', ' AM/FM ', ' Adjustable Headrests ', ' Adjustable Lumbar Support ', ' Adjustable Seats ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Air Filtration ', ' Alloy Wheels ', ' Antenna ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Aux Audio Adapter ', ' Blind Spot Monitor ', ' Bluetooth ', ' Body Colored Bumpers ', ' Body Colored Door Handles ', ' Braking Assist ', ' CD (Single Disc) ', ' Cargo Area Light ', ' Cargo Area Under Floor ', ' Cargo Cover ', ' Child Seat Anchors ', ' Chrome Bumpers ', ' Chrome Front Grill ', ' Cigarette Lighter ', ' Clock ', ' Color Coded Mirrors ', ' Compact Spare Tire ', ' Compass ', ' Cruise Control ', ' Cup Holder ', ' Daytime Running Lights ', ' Delay-Off Headlights ', ' Delayed Accessory Power ', ' Door Bin ', ' Driver Foot Rest ', ' Dual Exhaust ', ' Dual-Stage Front Airbags ', ' Electric Parking Brake ', ' Engine Immobilizer ', ' Fade-To-Off Interior Lighting ', ' Floor Mats ', ' Fog Lights ', ' Folding Mirrors ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Side Airbags ', ' Front Ventilated Disc Brakes ', ' Full Size Spare Tire ', ' GPS Navigation ', ' Halogen Headlights ', ' Handsfree/Bluetooth Integration ', ' Hard Top ', ' Head Restraint Whiplash Protection ', ' Heated Mirrors ', ' Heated Seats ', ' Hill Assist System ', ' Illuminated Entry ', ' Illuminated Glove Box ', ' Independent Suspension ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' LED Tail Lights ', ' Leather Seats ', ' Leather/Metal-Look Steering Wheel Trim ', ' Leatherette Door Trim ', ' Leatherette Seats ', ' Limited Slip Differential ', ' Locking Glove Box ', ' Locking Tailgate ', ' MP3 ', ' Memorized Settings ', ' Memory Mirrors ', ' Mercedes-Benz mbrace ', ' Metal-Look Dash Trim ', ' Multi-Link Suspension ', ' Navigation System ', ' One-Touch Power Windows ', ' Overhead Console ', ' Panic Button ', ' Power Locks ', ' Power Mirrors ', ' Power Outlet ', ' Power Seat (Dual) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Premium Sound System ', ' Radio Data System ', ' Rain-Sensing Wipers ', ' Reading Lights ', ' Rear Anti-Roll Bar ', ' Rear Power Windows ', ' Rear Stabilizer Bar ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Remote Fuel Door Release ', ' Remote Start ', ' Satellite Radio ', ' Seat Belt Pretensioners ', ' Seat Memory ', ' Smart Device Integration ', ' Speed Sensitive Volume Control ', ' Speed-Sensing Steering ', ' Sport Seats ', ' Sport Steering Wheel ', ' Sport Suspension ', ' Start-Stop System ', ' Steel Spare Wheel Rim ', ' Steering Wheel Controls ', ' Steering Wheel Memory ', ' Sun/Moonroof ', ' Sunroof ', ' Tachometer ', ' Thermometer ', ' Tinted Windows ', ' Tire Pressure Monitoring System ', ' Trip Computer ', ' Trip Odometer ', ' Turn Signal Mirrors ', ' Valet Function ', ' Vanity Mirror/Light ', ' Vehicle Tracking System ', ' WiFi Hotspot ', ' Wind Deflector ', ' Windshield Wiper Heater ']"
2017 Chevrolet,Camaro 2SS," $41,959 ",Sansone Kia,"16,428 mi",USED,"16,428",17 City / 27 Hwy,Convertible,Gray,Brown,Automatic,RWD,Gasoline,8 Cyl,"[' 20 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' 4-Wheel Independent Suspension ', ' 7 Speakers ', ' AM/FM ', ' Adjustable Steering Wheel ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Aux Audio Adapter ', ' Beverage Holder ', ' Blind Spot Monitor ', ' Bluetooth ', ' Body Colored Bumpers ', ' Bose Sound System ', ' Braking Assist ', ' Chevrolet MyLink ', ' Compass ', ' Cooled Seats ', ' Cruise Control ', ' Delay-Off Headlights ', ' Door Bin ', ' Dual-Zone Climate Control ', ' Emergency Communication System ', ' Fog Lights ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' GPS Navigation ', ' Head-Up Display ', ' Heated Mirrors ', ' Heated Seats ', ' Heated Steering Wheel ', ' High Intensity Discharge Headlights ', ' Illuminated Entry ', ' Independent Suspension ', ' Integrated Garage Door Opener ', ' Intermittent Wipers ', ' Keyless Entry ', ' Keyless Ignition ', ' Lane Departure Warning ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Trimmed Seats ', ' Paddle Shifter ', ' Panic Button ', ' Parking Sensors ', ' Passenger Sensing Airbag ', ' Power Mirrors ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Preferred Equipment Package ', ' Radio Data System ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear Anti-Roll Bar ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Remote Start ', ' Satellite Radio ', ' Seat Memory ', ' Speed-Sensing Steering ', ' Spoiler ', ' Sport Seats ', ' Stability Control ', ' Steering Wheel Controls ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' USB Adapter ', ' Vanity Mirror/Light ', ' Ventilated Seats ']"
2015 BMW,M4 Base," $41,988 ",Certified Performance Motors,"51,628 mi",USED,"51,628",17 City / 26 Hwy,Convertible,Gray,Orange,Automatic,RWD,Gasoline,6 Cyl,"[' 18 Inch Wheels ', ' 19 Inch Wheels ', ' 4-Wheel Disc Brakes ', ' 4-Wheel Independent Suspension ', ' 9 Speakers ', ' AM/FM ', ' Adaptive Suspension ', ' Adjustable Steering Wheel ', ' Advanced Front-Lighting System ', ' Air Conditioning ', ' Alloy Wheels ', ' Anti-Lock Brakes ', ' Anti-Theft System ', ' Auto Climate Control ', ' Auto-Dimming Mirror ', ' Automatic Headlights ', ' Beverage Holder ', ' Blind Spot Monitor ', ' Bluetooth ', ' Body Colored Bumpers ', ' Braking Assist ', ' CD (Single Disc) ', ' Cruise Control ', ' DVD ', ' Delay-Off Headlights ', ' Door Bin ', ' Driver Assistance Package ', ' Dual-Zone Climate Control ', ' Emergency Communication System ', ' Front Airbags (Driver) ', ' Front Airbags (Passenger) ', ' Front Anti-Roll Bar ', ' Front Bucket Seats ', ' Front Center Armrest ', ' Front Knee Airbags (Driver) ', ' Front Side Airbags (Driver) ', ' Front Side Airbags (Passenger) ', ' GPS Navigation ', ' Handsfree/Bluetooth Integration ', ' Hard Top ', ' Harman/Kardon Sound System ', ' Head-Up Display ', ' Headlight Washers ', ' Heated Mirrors ', ' Heated Seats ', ' Heated Steering Wheel ', ' High Intensity Discharge Headlights ', ' Illuminated Entry ', ' Independent Suspension ', ' Integrated Cell Phone ', ' Integrated Garage Door Opener ', ' Keyless Entry ', ' Keyless Ignition ', ' LED Lights ', ' Leather Seats ', ' Leather Shift Knob Trim ', ' Leather Steering Wheel ', ' Navigation System ', ' Panic Button ', ' Parking Sensors ', ' Passenger Sensing Airbag ', ' Power Mirrors ', ' Power Seat (Driver) ', ' Power Seat (Passenger) ', ' Power Steering ', ' Power Top ', ' Power Windows ', ' Radio Data System ', ' Rain-Sensing Wipers ', ' Reading Lights ', ' Rear Air Conditioning ', ' Rear Anti-Roll Bar ', ' Rear Center Armrest ', ' Rear View Camera ', ' Rear Window Defroster ', ' Rear-View Camera ', ' Rollover Protection Bars ', ' Satellite Radio ', ' Seat Memory ', ' Side and Top View Camera ', ' Smart Key ', ' Speed-Sensing Steering ', ' Sport Seats ', ' Sport Steering Wheel ', ' Stability Control ', ' Steering Wheel Controls ', ' Tachometer ', ' Thermometer ', ' Tire Pressure Monitoring System ', ' Traction Control ', ' Trip Computer ', ' Turn Signal Mirrors ', ' USB Adapter ', ' Vanity Mirror/Light ', ' Wind Deflector ']"
